1.5888,0.49067
1.5836,0.49153
1.5785,0.49239
1.5734,0.49325
1.5684,0.49411
1.5633,0.49497
1.5583,0.49582
1.5533,0.49667
1.5484,0.49752
1.5435,0.49837
1.5385,0.49922
1.5337,0.50006
1.5288,0.50091
1.524,0.50175
1.5192,0.50259
1.5144,0.50343
1.5097,0.50426
1.5049,0.50509
1.5002,0.50593
1.4956,0.50676
1.4909,0.50759
1.4862,0.50842
1.4816,0.50924
1.4771,0.51007
1.4725,0.51089
1.468,0.51171
1.4634,0.51253
1.4589,0.51336
1.4544,0.51418
1.45,0.515
1.4455,0.51581
1.4411,0.51663
1.4367,0.51744
1.4323,0.51825
1.428,0.51905
1.4237,0.51986
1.4194,0.52067
1.4151,0.52148
1.4108,0.52228
1.4066,0.52309
1.4023,0.52389
1.3981,0.52469
1.3939,0.52549
1.3897,0.52629
1.3856,0.52708
1.3815,0.52788
1.3774,0.52867
1.3733,0.52947
1.3692,0.53026
1.3652,0.53104
1.3611,0.53184
1.357,0.53263
1.353,0.53342
1.3491,0.53421
1.3451,0.535
1.3411,0.53578
1.3372,0.53657
1.3332,0.53736
1.3293,0.53814
1.3254,0.53892
1.3215,0.53971
1.3177,0.54048
1.3138,0.54127
1.31,0.54205
1.3062,0.54282
1.3024,0.5436
1.2986,0.54452
1.2949,0.54569
1.2911,0.54685
1.2874,0.54801
1.2837,0.54917
1.28,0.55034
1.2763,0.55214
1.2726,0.55396
1.269,0.55576
1.2653,0.55758
1.2616,0.55936
1.258,0.56144
1.2544,0.56371
1.2507,0.566
1.2471,0.56829
1.2435,0.57058
1.2399,0.57286
1.2363,0.57543
1.2327,0.57802
1.2291,0.58061
1.2255,0.58321
1.222,0.5858
1.2184,0.58844
1.2149,0.59117
1.2113,0.59393
1.2077,0.59666
1.2042,0.59941
1.2006,0.60215
1.1971,0.60488
1.1936,0.6076
1.1901,0.61031
1.1866,0.61304
1.183,0.61576
1.1796,0.61843
1.1761,0.62098
1.1726,0.62356
1.1691,0.62614
1.1656,0.6287
1.1622,0.63122
1.1587,0.63367
1.1553,0.6359
1.1518,0.63814
1.1484,0.64037
1.1449,0.64261
