0.021,0.511
0.021,0.511
0.022,0.508
0.022,0.509
0.022,0.51
0.023,0.506
0.024,0.501
0.024,0.503
0.025,0.499
0.026,0.497
0.027,0.493
0.027,0.494
0.028,0.49
0.029,0.487
0.031,0.484
0.032,0.482
0.033,0.48
0.034,0.477
0.035,0.475
0.036,0.473
0.038,0.47
0.039,0.468
0.04,0.466
0.042,0.464
0.043,0.461
0.045,0.459
0.046,0.458
0.047,0.456
0.049,0.454
0.05,0.453
0.051,0.451
0.053,0.449
0.054,0.448
0.056,0.446
0.057,0.445
0.058,0.443
0.06,0.442
0.061,0.441
0.063,0.439
0.064,0.438
0.066,0.437
0.067,0.436
0.069,0.434
0.07,0.433
0.072,0.432
0.073,0.431
0.074,0.43
0.076,0.429
0.077,0.428
0.079,0.427
0.08,0.426
0.082,0.425
0.083,0.424
0.085,0.423
0.086,0.422
0.088,0.421
0.089,0.42
0.091,0.42
0.092,0.419
0.094,0.418
0.095,0.417
0.097,0.416
0.098,0.416
0.1,0.415
0.101,0.414
0.103,0.413
0.104,0.413
0.106,0.412
0.107,0.411
0.109,0.411
0.11,0.41
0.112,0.409
0.113,0.409
0.115,0.408
0.116,0.408
0.118,0.407
0.119,0.406
0.121,0.406
0.122,0.405
0.124,0.405
0.125,0.404
0.127,0.404
0.128,0.403
0.13,0.403
0.131,0.402
0.133,0.402
0.135,0.401
0.136,0.401
0.138,0.4
0.139,0.4
0.141,0.399
0.142,0.399
0.144,0.398
0.146,0.398
0.147,0.397
0.149,0.397
0.15,0.396
0.152,0.396
0.153,0.396
0.155,0.395
0.156,0.395
0.158,0.394
0.159,0.394
0.161,0.394
0.162,0.393
0.164,0.393
0.165,0.392
0.167,0.392
0.169,0.392
0.17,0.391
0.172,0.391
0.173,0.391
0.175,0.39
0.176,0.39
0.178,0.39
0.179,0.389
0.181,0.389
0.182,0.389
0.184,0.388
0.185,0.388
0.187,0.388
0.189,0.388
0.19,0.387
0.192,0.387
0.193,0.387
0.195,0.386
0.196,0.386
0.198,0.386
0.2,0.386
0.201,0.385
0.203,0.385
0.204,0.385
0.206,0.385
0.207,0.385
0.209,0.385
0.211,0.385
0.212,0.385
0.214,0.385
0.215,0.385
0.217,0.385
0.218,0.385
0.22,0.385
0.222,0.385
0.223,0.385
0.225,0.385
0.226,0.386
0.228,0.386
0.229,0.386
0.231,0.386
0.233,0.386
0.234,0.386
0.236,0.386
0.238,0.386
0.239,0.386
0.241,0.386
0.242,0.386
0.244,0.387
0.246,0.387
0.247,0.387
0.249,0.387
0.25,0.387
0.252,0.387
0.254,0.387
0.255,0.387
0.257,0.387
0.258,0.387
0.26,0.387
0.262,0.388
0.263,0.388
0.265,0.388
0.266,0.388
0.268,0.388
0.27,0.388
0.271,0.388
0.273,0.388
0.274,0.388
0.276,0.389
0.278,0.389
0.279,0.389
0.281,0.389
0.283,0.389
0.284,0.389
0.286,0.389
0.287,0.389
0.289,0.389
0.291,0.389
0.292,0.39
0.294,0.39
0.296,0.39
0.297,0.39
0.299,0.39
0.3,0.39
0.302,0.39
0.304,0.39
0.305,0.391
0.307,0.391
0.309,0.391
0.31,0.391
0.312,0.391
0.314,0.391
0.315,0.391
0.317,0.391
0.319,0.392
0.32,0.392
0.322,0.392
0.324,0.392
0.325,0.392
0.327,0.392
0.329,0.392
0.33,0.392
0.332,0.393
0.334,0.393
0.335,0.393
0.337,0.393
0.339,0.393
0.34,0.393
0.342,0.393
0.344,0.393
0.345,0.394
0.347,0.394
0.349,0.394
0.351,0.394
0.352,0.394
0.354,0.394
0.356,0.394
0.357,0.395
0.359,0.395
0.361,0.395
0.362,0.395
0.364,0.395
0.366,0.395
0.368,0.395
0.369,0.396
0.371,0.396
0.373,0.396
0.374,0.396
0.376,0.396
0.378,0.396
0.38,0.397
0.381,0.397
0.383,0.397
0.385,0.397
0.387,0.397
0.388,0.397
0.39,0.398
0.392,0.398
0.393,0.398
0.395,0.398
0.397,0.398
0.399,0.398
0.401,0.399
0.402,0.399
0.404,0.399
0.406,0.399
0.408,0.399
0.409,0.399
0.411,0.4
0.413,0.4
0.415,0.4
0.416,0.4
0.418,0.4
0.42,0.4
0.422,0.401
0.424,0.401
0.425,0.401
0.427,0.401
0.429,0.401
0.431,0.402
0.433,0.402
0.434,0.402
0.436,0.402
0.438,0.402
0.44,0.402
0.442,0.403
0.443,0.403
0.445,0.403
0.447,0.403
0.449,0.403
0.451,0.404
0.453,0.404
0.454,0.404
0.456,0.404
0.458,0.404
0.46,0.405
0.462,0.405
0.464,0.405
0.466,0.405
0.467,0.406
0.469,0.406
0.471,0.406
0.473,0.406
0.475,0.406
0.477,0.407
0.479,0.407
0.48,0.407
0.482,0.407
0.484,0.407
0.486,0.408
0.488,0.408
0.49,0.408
0.492,0.408
0.494,0.409
0.496,0.409
0.498,0.409
0.5,0.409
0.501,0.41
0.503,0.41
0.505,0.41
0.507,0.41
0.509,0.411
0.511,0.411
0.513,0.411
0.515,0.411
0.517,0.412
0.519,0.412
0.521,0.412
0.523,0.412
0.525,0.413
0.527,0.413
0.529,0.413
0.531,0.413
0.533,0.414
0.535,0.414
0.537,0.414
0.539,0.414
0.541,0.415
0.543,0.415
0.545,0.415
0.547,0.415
0.549,0.416
0.551,0.416
0.553,0.416
0.555,0.417
0.557,0.417
0.559,0.417
0.561,0.417
0.563,0.418
0.565,0.418
0.567,0.418
0.569,0.419
0.571,0.419
0.573,0.419
0.576,0.42
0.578,0.42
0.58,0.42
0.582,0.42
0.584,0.421
0.586,0.421
0.588,0.421
0.59,0.422
0.593,0.422
0.595,0.422
0.597,0.423
0.599,0.423
0.601,0.423
0.603,0.424
0.605,0.424
0.608,0.424
0.61,0.425
0.612,0.425
0.614,0.425
0.616,0.426
0.619,0.426
0.621,0.426
0.623,0.427
0.625,0.427
0.628,0.427
0.63,0.428
0.632,0.428
0.634,0.429
0.637,0.429
0.639,0.429
0.641,0.43
0.643,0.43
0.646,0.43
0.648,0.431
0.65,0.431
0.653,0.432
0.655,0.432
0.657,0.432
0.66,0.433
0.662,0.433
0.664,0.434
0.667,0.434
0.669,0.435
0.671,0.435
0.674,0.435
0.676,0.436
0.679,0.436
0.681,0.437
0.683,0.437
0.686,0.438
0.688,0.438
0.691,0.438
0.693,0.439
0.696,0.439
0.698,0.44
0.701,0.44
0.703,0.441
0.706,0.441
0.708,0.442
0.711,0.442
0.713,0.443
0.716,0.443
0.718,0.444
0.721,0.444
0.723,0.445
0.726,0.445
0.729,0.446
0.731,0.446
0.734,0.447
0.737,0.448
0.739,0.448
0.742,0.449
0.745,0.449
0.747,0.45
0.75,0.45
0.753,0.451
0.755,0.452
0.758,0.452
0.761,0.453
0.764,0.453
0.766,0.454
0.769,0.455
0.772,0.455
0.775,0.456
0.777,0.457
0.78,0.457
0.783,0.458
0.786,0.459
0.789,0.459
0.792,0.46
0.795,0.461
0.798,0.461
0.801,0.462
0.804,0.463
0.806,0.464
0.809,0.464
0.812,0.465
0.815,0.466
0.819,0.467
0.822,0.468
0.825,0.468
0.828,0.469
0.831,0.47
0.834,0.471
0.837,0.472
0.84,0.473
0.843,0.474
0.847,0.475
0.85,0.476
0.853,0.477
0.856,0.478
0.86,0.479
0.863,0.48
0.866,0.481
0.87,0.482
0.873,0.483
0.876,0.485
0.88,0.486
0.883,0.487
0.887,0.488
0.89,0.49
0.894,0.491
0.897,0.492
0.901,0.494
0.904,0.496
0.908,0.497
0.912,0.499
0.915,0.5
0.917,0.501
0.919,0.502
