1.614,0.478
1.609,0.479
1.604,0.48
1.599,0.481
1.594,0.482
1.589,0.482
1.584,0.483
1.579,0.484
1.574,0.485
1.57,0.486
1.565,0.487
1.56,0.487
1.555,0.488
1.551,0.489
1.546,0.49
1.541,0.491
1.537,0.491
1.532,0.492
1.527,0.493
1.523,0.494
1.518,0.495
1.514,0.495
1.509,0.496
1.505,0.497
1.501,0.498
1.496,0.499
1.492,0.499
1.487,0.5
1.483,0.501
1.479,0.502
1.474,0.502
1.47,0.503
1.466,0.504
1.461,0.505
1.457,0.506
1.453,0.506
1.449,0.507
1.444,0.508
1.44,0.509
1.436,0.509
1.432,0.51
1.428,0.511
1.424,0.512
1.42,0.513
1.416,0.513
1.412,0.514
1.408,0.515
1.404,0.516
1.4,0.516
1.396,0.517
1.392,0.518
1.388,0.519
1.384,0.519
1.38,0.52
1.376,0.521
1.372,0.522
1.368,0.522
1.364,0.523
1.361,0.524
1.357,0.525
1.353,0.525
1.349,0.526
1.346,0.527
1.342,0.528
1.338,0.528
1.334,0.529
1.331,0.53
1.327,0.531
1.323,0.531
1.32,0.532
1.316,0.533
1.312,0.534
1.309,0.534
1.305,0.535
1.301,0.536
1.298,0.537
1.294,0.538
1.291,0.539
1.287,0.54
1.284,0.541
1.28,0.542
1.277,0.544
1.273,0.546
1.27,0.548
1.266,0.549
1.263,0.551
1.259,0.553
1.256,0.555
1.252,0.557
1.249,0.559
1.246,0.561
1.242,0.564
1.239,0.566
1.235,0.568
1.232,0.571
1.228,0.573
1.225,0.576
1.222,0.578
1.218,0.581
1.215,0.583
1.211,0.586
1.208,0.589
1.205,0.591
1.201,0.594
1.198,0.596
1.195,0.599
1.191,0.602
1.188,0.604
1.185,0.607
1.181,0.609
1.178,0.612
1.175,0.614
1.171,0.617
1.168,0.619
1.165,0.622
1.161,0.624
1.158,0.626
1.155,0.628
1.152,0.631
1.148,0.633
1.145,0.635
1.142,0.637
1.139,0.639
1.135,0.641
1.132,0.642
1.129,0.644
1.126,0.646
1.123,0.647
1.119,0.649
1.116,0.65
1.113,0.651
1.11,0.652
1.107,0.653
1.104,0.654
1.1,0.656
1.097,0.656
1.094,0.657
1.091,0.657
1.088,0.658
1.085,0.659
1.082,0.659
1.079,0.66
1.076,0.66
1.073,0.659
1.07,0.659
1.067,0.659
1.064,0.659
1.061,0.659
1.058,0.658
1.055,0.657
1.052,0.656
1.049,0.655
1.046,0.654
1.043,0.653
1.04,0.652
1.037,0.65
1.034,0.648
1.032,0.646
1.029,0.644
1.026,0.642
1.023,0.64
1.02,0.638
1.018,0.635
1.015,0.632
1.012,0.629
1.009,0.626
1.007,0.623
1.004,0.62
1.001,0.617
0.999,0.616
0.996,0.616
0.993,0.616
0.991,0.616
0.988,0.616
0.985,0.617
0.983,0.617
0.98,0.617
0.977,0.617
0.975,0.617
0.972,0.618
0.97,0.618
0.967,0.618
0.964,0.618
0.962,0.618
0.959,0.619
0.957,0.619
0.954,0.619
0.952,0.619
0.949,0.619
0.947,0.62
0.944,0.62
0.941,0.62
0.939,0.62
0.936,0.621
0.934,0.621
0.931,0.621
0.929,0.621
0.927,0.621
0.924,0.622
0.922,0.622
0.919,0.622
0.917,0.622
0.914,0.623
0.912,0.623
0.909,0.623
